"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Name","Correlation_ID","l2_tex_write_transactions"
ms,ms,,,,,,,,KB,KB,MB,GB/s,,,,,,,,
35376.026184,0.451995,32,256,1,256,1,1,64,16.250000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",4580,3211264
35384.924855,0.504889,224,32,1,256,1,1,64,24.125000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4594,7225344
35393.641799,0.508506,224,32,1,256,1,1,64,16.500000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>)",4595,7225344
35402.415511,2.539168,4,4,36,64,1,1,126,8.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_64x64_nt",4603,294912
35413.154894,0.019712,8,32,1,32,8,1,62,9.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>)",4605,73728
35421.705440,0.009536,2304,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4613,73728
35430.146229,0.007136,2304,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",4619,73728
35438.540873,0.616185,8,1,1,544,1,1,96,41.101562,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","16","ncclKernel_AllReduce_RING_LL_Sum_float(ncclWorkElem)",4633,925023
35446.251431,0.374939,100352,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4667,3211264
35453.799142,0.138558,256,1,1,32,16,1,28,0.015625,2.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_",4680,256
35461.091433,0.003360,1,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4689,32
35468.092112,0.003231,1,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",4695,32
35475.246932,0.500730,32,256,1,256,1,1,64,22.125000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4711,7225344
35482.689365,0.011488,4,32,1,32,8,1,32,9.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",4712,147456
35489.601436,1.208657,98,2,36,64,1,1,126,8.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_64x64_nt",4720,3612672
35497.732916,0.225470,32,128,1,256,1,1,64,16.250000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",4722,1605632
35505.013559,0.240989,112,32,1,256,1,1,64,24.125000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4736,3612672
35512.160380,0.506778,224,32,1,256,1,1,64,16.500000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>)",4737,7225344
35519.533373,1.278864,4,2,36,256,1,1,57,16.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_32x128_nt",4745,147456
35527.697173,0.010144,4,32,1,32,8,1,62,9.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>)",4747,36864
35534.813530,0.006208,1152,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4755,36864
35541.971615,0.005248,1152,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",4761,36864
35549.025796,0.335612,200704,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>)",4772,6422528
35556.383654,1.141714,49,32,128,256,1,1,32,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::_GLOBAL__N__63_tmpxft_00007dfa_00000000_13_DilatedMaxPool2d_compute_86_cpp1_ii_6258b574::max_pool_backward_nchw<float, float>(int, float const *, long const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__63_tmpxft_00007dfa_00000000_13_DilatedMaxPool2d_compute_86_cpp1_ii_6258b574::max_pool_backward_nchw<float, float>*)",4779,6422528
35564.434720,0.744246,200704,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4787,6422528
35567.623319,0.001376,,,,,,,,,,0.000488,0.346539,"Device",,"Tesla V100-DGXS-32GB (0)","1","7","[CUDA memset]",4802,
35572.217180,0.268828,128,4,1,32,16,1,28,0.015625,2.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_",4804,640
35579.513567,0.003359,1,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4813,16
35586.640739,0.003137,1,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",4819,16
35593.674186,1.004691,98,128,1,256,1,1,64,22.125000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4835,14450688
35601.650564,0.006879,4,16,1,32,8,1,32,9.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",4836,73728
35608.533228,2.509376,784,1,36,256,1,1,57,16.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_32x128_nt",4844,14450688
35619.260099,0.858836,98,128,1,256,1,1,64,16.250000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",4846,6422528
35627.847029,0.964915,392,32,1,256,1,1,64,24.125000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4860,14450688
35635.933613,0.989428,392,32,1,256,1,1,64,16.500000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>)",4861,14450688
35643.831880,5.023552,2,2,36,64,1,1,126,8.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_64x64_nt",4869,73728
35655.986861,0.006880,4,16,1,32,8,1,62,9.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>)",4871,18432
35663.199217,0.005152,576,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4879,18432
35670.381173,0.004064,576,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",4885,18432
35677.584473,0.742710,200704,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4894,6422528
35680.811376,0.001407,,,,,,,,,,0.000488,0.338903,"Device",,"Tesla V100-DGXS-32GB (0)","1","7","[CUDA memset]",4909,
35685.518547,0.267421,128,4,1,32,16,1,28,0.015625,2.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_",4911,640
35693.003155,0.003361,1,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4920,16
35700.246935,0.003104,1,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",4926,16
35707.634904,0.006817,2,32,1,32,4,1,40,8.500000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd::generateWinogradTilesKernel<int=0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<float, float>)",4942,16384
35714.693118,2.613535,64,14,7,256,1,1,126,48.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1",4944,3211264
35724.561088,0.471194,196,32,1,256,1,1,64,24.125000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4957,7225344
35734.717790,0.985939,392,32,1,256,1,1,64,16.500000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>)",4958,14450688
35744.222757,2.935290,1,2,36,64,1,1,126,8.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_64x64_nt",4966,36864
35755.535092,0.005248,2,16,1,32,8,1,62,9.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>)",4968,9216
35764.080743,0.004192,288,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4976,9216
35772.356989,0.003552,288,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",4982,9216
35780.783601,0.667735,401408,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>)",4993,12845056
35790.015739,2.272867,196,32,64,256,1,1,32,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::_GLOBAL__N__63_tmpxft_00007dfa_00000000_13_DilatedMaxPool2d_compute_86_cpp1_ii_6258b574::max_pool_backward_nchw<float, float>(int, float const *, long const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__63_tmpxft_00007dfa_00000000_13_DilatedMaxPool2d_compute_86_cpp1_ii_6258b574::max_pool_backward_nchw<float, float>*)",5000,12845056
35800.833009,1.485037,401408,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",5008,12845056
35805.215353,0.001376,,,,,,,,,,0.000244,0.173269,"Device",,"Tesla V100-DGXS-32GB (0)","1","7","[CUDA memset]",5023,
35810.734802,0.511513,64,13,1,32,16,1,28,0.015625,2.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_",5025,896
35819.696544,0.003327,1,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",5034,8
35828.038037,0.003360,1,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",5040,8
35836.602279,0.004385,2,16,1,32,4,1,40,8.500000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd::generateWinogradTilesKernel<int=0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<float, float>)",5056,8192
35844.736480,5.578744,64,28,14,256,1,1,126,48.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1",5058,12845056
35858.879723,0.004704,1,224,1,256,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",5071,1233
35867.034530,0.004224,2,1,1,256,1,1,24,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",5072,65
35870.002653,0.001311,,,,,,,,,,0.000172,0.127870,"Device",,"Tesla V100-DGXS-32GB (0)","1","7","[CUDA memset]",5074,
35875.652180,11.210161,5,1,224,128,1,1,160,32.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x64_stridedB_splitK_xregs_large_nn_v1",5075,1033312
35895.359992,0.003872,144,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",5082,4608
35903.752557,0.003456,144,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",5088,4608
35912.041091,1.482125,401408,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",5097,12845056
35916.347724,0.001376,,,,,,,,,,0.000244,0.173269,"Device",,"Tesla V100-DGXS-32GB (0)","1","7","[CUDA memset]",5112,
35921.922949,0.509945,64,13,1,32,16,1,28,0.015625,2.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_",5114,896
35930.783955,0.003360,1,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",5123,8
35939.208263,0.003265,1,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",5129,8
35947.784538,1.498413,1,2,3136,8,8,1,80,2.250000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void wgrad_alg0_engine<float, int=128, int=5, int=5, int=3, int=3, int=3, bool=0, int=512>(int, int, int, float const *, int, float*, float const *, kernel_grad_params, __int64, int, float, int, int, int, int)",5148,0
35957.603356,0.003456,7,1,1,64,1,1,20,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",5156,216
35965.836979,0.003264,7,1,1,64,1,1,16,0.000000,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",5162,216
35974.016362,0.101503,8,1,1,640,1,1,96,41.101562,0.000000,,,,,"Tesla V100-DGXS-32GB (0)","1","16","ncclKernel_AllReduce_RING_LL_Sum_float(ncclWorkElem)",5176,196155
35977.025828,0.003616,,,,,,,,,,0.003815,1.030224,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5217,
35977.053028,0.047199,,,,,,,,,,15.625000,323.286279,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5221,
35977.104099,0.003808,,,,,,,,,,0.015625,4.007035,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5229,
35977.111811,0.175038,,,,,,,,,,64.000000,357.065323,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5233,
35977.290753,0.003456,,,,,,,,,,0.015625,4.415159,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5241,
35977.297345,1.049362,,,,,,,,,,392.000000,364.804996,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5245,
35978.350643,0.003776,,,,,,,,,,0.001953,0.505124,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5253,
35978.363059,0.028063,,,,,,,,,,9.000000,313.190411,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5257,
35978.395090,0.003713,,,,,,,,,,0.001953,0.513695,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5261,
35978.401938,0.028576,,,,,,,,,,9.000000,307.567977,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5265,
35978.434450,0.003360,,,,,,,,,,0.001953,0.567663,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5269,
35978.441746,0.028128,,,,,,,,,,9.000000,312.466670,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5273,
35978.473810,0.003327,,,,,,,,,,0.001953,0.573294,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5281,
35978.480273,0.028000,,,,,,,,,,9.000000,313.895089,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5285,
35978.512209,0.003456,,,,,,,,,,0.001953,0.551895,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5289,
35978.519601,0.028511,,,,,,,,,,9.000000,308.269177,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5293,
35978.552273,0.003456,,,,,,,,,,0.001953,0.551895,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5297,
35978.558864,0.016320,,,,,,,,,,4.500000,269.272748,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5301,
35978.579120,0.003264,,,,,,,,,,0.000977,0.292180,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5305,
35978.586352,0.009984,,,,,,,,,,2.250000,220.078688,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5309,
35978.599472,0.003168,,,,,,,,,,0.000977,0.301034,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5313,
35978.606064,0.009664,,,,,,,,,,2.250000,227.366062,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5317,
35978.619759,0.003233,,,,,,,,,,0.000977,0.294981,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5325,
35978.626928,0.007135,,,,,,,,,,1.125000,153.977970,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5329,
35978.637263,0.003072,,,,,,,,,,0.000488,0.155220,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5333,
35978.643471,0.004736,,,,,,,,,,0.562500,115.987417,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5337,
35978.651343,0.003072,,,,,,,,,,0.000488,0.155220,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5341,
35978.657519,0.004096,,,,,,,,,,0.281250,67.055225,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5345,
35978.664719,0.003072,,,,,,,,,,0.000244,0.077610,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5349,
35978.670895,0.003872,,,,,,,,,,0.140625,35.467227,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5353,
35978.677903,0.003008,,,,,,,,,,0.000244,0.079261,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5357,
35978.684111,0.003232,,,,,,,,,,0.006592,1.991739,"Device","Device","Tesla V100-DGXS-32GB (0)","1","7","[CUDA memcpy DtoD]",5361,
